"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES","",""
"8040","A11AA02","MULTIVITAMINS AND CALCIUM","88:28.01*","VITAMINS & MINERALS","",""
"80400","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80403","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80404","C09BA04","PERINDOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"80404","C09BA04","PERINDOPRIL AND DIURETICS","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"80405","C09BA04","PERINDOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"80405","C09BA04","PERINDOPRIL AND DIURETICS","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"8041","B01AB01","HEPARIN","20:12.04.16","HEPARINS","",""
"80410","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"80419","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80422","L01BC05","GEMCITABINE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"80424","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80425","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80426","D11AX12","PYRITHIONE ZINC","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"8043","B01AB01","HEPARIN","20:12.04.16","HEPARINS","",""
"80430","G04BE03","SILDENAFIL","24:12.12","PHOSPHODIESTERASE TYPE 5 INHIBITORS","",""
"80431","G04BE03","SILDENAFIL","24:12.12","PHOSPHODIESTERASE TYPE 5 INHIBITORS","",""
"80432","G04BE03","SILDENAFIL","24:12.12","PHOSPHODIESTERASE TYPE 5 INHIBITORS","",""
"80433","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"80436","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80445","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80453","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"80453","D11AX11","HYDROQUINONE","84:80.00","SUNSCREEN AGENTS","",""
"80457","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80460","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80466","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"80466","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"80467","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"80469","L04AA13","LEFLUNOMIDE","92:36.00","DISEASE-MODIFYING ANTIRHEUMATIC AGENTS","",""
"8047","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80470","L04AA13","LEFLUNOMIDE","92:36.00","DISEASE-MODIFYING ANTIRHEUMATIC AGENTS","",""
"80476","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80478","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80480","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80484","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80487","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80488","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8049","A11CA02","BETA-CAROTENE","88:04.00","VITAMIN A","",""
"80495","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"805","C02DB02","HYDRALAZINE","24:08.20","DIRECT VASODILATORS","",""
"8050","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX","",""
"80503","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80504","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80506","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"80507","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"8051","B02BD02","COAGULATION FACTOR VIII","20:28.16","HEMOSTATICS","",""
"80511","G04BE03","SILDENAFIL","24:12.12","PHOSPHODIESTERASE TYPE 5 INHIBITORS","",""
"80512","G04BE03","SILDENAFIL","24:12.12","PHOSPHODIESTERASE TYPE 5 INHIBITORS","",""
"80513","G04BE03","SILDENAFIL","24:12.12","PHOSPHODIESTERASE TYPE 5 INHIBITORS","",""
"80514","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80515","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80516","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80517","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80518","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"80518","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"80519","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"80519","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"80520","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"80520","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"80524","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80525","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80526","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80527","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80528","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"80528","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:16.00","EXPECTORANTS","",""
"80529","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"80530","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"80531","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80533","M05BA07","RISEDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"80538","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8055","","","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"80550","L01BA01","METHOTREXATE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"80551","L01BA01","METHOTREXATE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"80552","L01BA01","METHOTREXATE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"80553","G03AA11","NORGESTIMATE AND ESTROGEN","68:12.00","CONTRACEPTIVES","",""
"80554","G03AA11","NORGESTIMATE AND ESTROGEN","68:12.00","CONTRACEPTIVES","",""
"80555","G03AB","PROGESTOGENS AND ESTROGENS,SEQUENTIAL PREPARATIONS","68:12.00","CONTRACEPTIVES","",""
"80556","G03AB","PROGESTOGENS AND ESTROGENS,SEQUENTIAL PREPARATIONS","68:12.00","CONTRACEPTIVES","",""
"8056","J01AA02","DOXYCYCLINE","08:12.24","TETRACYCLINES","",""
"80565","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80566","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80567","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80568","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80569","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"8057","N05BB01","HYDROXYZINE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"80571","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"80577","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8058","N05BB01","HYDROXYZINE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"80580","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8059","N05BB01","HYDROXYZINE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"80593","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80594","S01ED51","TIMOLOL, COMBINATIONS","52:40.08","BETA-ADRENERGIC AGENTS","",""
"80594","S01ED51","TIMOLOL, COMBINATIONS","52:40.12","CARBONIC ANHYDRASE INHIBITORS","",""
"80595","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"806","C02CC02","GUANETHIDINE","24:08.32","PERIPHERAL ADRENERGIC INHIBITORS","",""
"80602","A02BC04","RABEPRAZOLE","56:28.36","PROTON-PUMP INHIBITORS","",""
"80603","A02BC04","RABEPRAZOLE","56:28.36","PROTON-PUMP INHIBITORS","",""
"8061","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:08.00","VITAMIN B COMPLEX","",""
"8061","A11EB","VITAMIN B-COMPLEX WITH VITAMIN C","88:12.00","VITAMIN C","",""
"80610","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"80615","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"80616","A10BG03","PIOGLITAZONE","68:20.28","THIAZOLIDINEDIONES","",""
"80617","A10BG03","PIOGLITAZONE","68:20.28","THIAZOLIDINEDIONES","",""
"80618","A10BG03","PIOGLITAZONE","68:20.28","THIAZOLIDINEDIONES","",""
"80619","R06AA02","DIPHENHYDRAMINE","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"8062","A11AA01","MULTIVITAMINS AND IRON","88:28.01*","VITAMINS & MINERALS","",""
"80620","D02AC","SOFT PARAFFIN AND FAT PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS","",""
"80621","D02AC","SOFT PARAFFIN AND FAT PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS","",""
"80623","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8063","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS","",""
"80631","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80632","N06DX01","MEMANTINE","28:92.00","MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS","",""
"80633","J05AB11","VALACICLOVIR","08:18.32","NUCLEOSIDES AND NUCLEOTIDES","",""
"80638","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8064","","","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"80640","R02AA03","DICHLOROBENZYL ALCOHOL","52:04.92","MISCELLANEOUS ANTI-INFECTIVES","",""
"80641","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80647","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80649","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80654","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"80663","M01AH01","CELECOXIB","28:08.04.08","CYCLOOXYGENASE-2 (COX-2) INHIBITORS","",""
"80664","M01AH01","CELECOXIB","28:08.04.08","CYCLOOXYGENASE-2 (COX-2) INHIBITORS","",""
"80666","L01AX03","TEMOZOLOMIDE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"80668","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80669","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80670","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80671","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80673","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80674","N05AH03","OLANZAPINE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"80675","N05AH03","OLANZAPINE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"80676","N05AH03","OLANZAPINE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"80677","N05AH03","OLANZAPINE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"80680","D08AJ51","BENZALKONIUM, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80681","D08AJ51","BENZALKONIUM, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80683","D02AB","ZINC PRODUCTS","84:24.12","BASIC OINTMENTS AND PROTECTANTS","",""
"8069","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"80691","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80693","N05CF01","ZOPICLONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"80694","N05CF01","ZOPICLONE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"80695","C07AB07","BISOPROLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"80696","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80697","C07AB07","BISOPROLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"80698","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"80699","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"807","D08AH30","CLIOQUINOL","84:04.08.92","MISCELLANEOUS ANTIFUNGALS","",""
"8070","A09AA02","MULTIENZYMES (LIPASE, PROTEASE ETC)","56:16.00","DIGESTANTS","",""
"80700","N06DX01","MEMANTINE","28:92.00","MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS","",""
"80701","N06DX01","MEMANTINE","28:92.00","MISCELLANEOUS CENTRAL NERVOUS SYSTEM AGENTS","",""
"80702","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"80706","S01AA26","AZITHROMYCIN","52:04.04","ANTIBACTERIALS","",""
"80707","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8071","A12BA05","POTASSIUM GLUCONATE","40:12.00","REPLACEMENT PREPARATIONS","",""
"80714","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80715","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"80717","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"80720","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"80723","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80729","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"8073","D07AA02","HYDROCORTISONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"80730","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80736","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8074","J01DD04","CEFTRIAXONE","08:12.06.12","THIRD GENERATION CEPHALOSPORINS","",""
"80747","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80749","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"8075","C01CA24","EPINEPHRINE","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS","",""
"8076","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"80764","D08AJ51","BENZALKONIUM, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"8077","","","88:12.00","VITAMIN C","",""
"8078","V03AN04","NITROGEN","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"8079","V03AN03","HELIUM","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"80791","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80792","A03AX13","SILICONES","56:10.00","ANTIFLATULENTS","",""
"80794","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80796","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80799","L02BG04","LETROZOLE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"808","D08AH30","CLIOQUINOL","84:04.08.92","MISCELLANEOUS ANTIFUNGALS","",""
"8080","V03AN","MEDICAL GASES","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"80800","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80803","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"80803","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"80805","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80806","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80809","A07BA01","MEDICINAL CHARCOAL","56:10.00","ANTIFLATULENTS","",""
"8081","V03AN02","CARBON DIOXIDE","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"80810","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80811","A04AA01","ONDANSETRON","56:22.20","5-HT3 RECEPTOR ANTAGONISTS","",""
"80813","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80814","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80817","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80818","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8082","V03AN01","OXYGEN","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS","",""
"80820","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80821","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80822","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"80826","N06AB04","CITALOPRAM","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"80827","N06AB04","CITALOPRAM","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"80828","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80829","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"8083","N01AX13","NITROUS OXIDE","28:04.16","INHALATION ANESTHETICS","",""
"80831","D11AX12","PYRITHIONE ZINC","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80840","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80841","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80842","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80849","L01DB03","EPIRUBICIN","10:00.00","ANTINEOPLASTIC AGENTS","",""
"80854","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:12.00","CONTACT LENS SOLUTIONS","",""
"80857","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80858","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80859","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8086","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E","",""
"80861","J01DC02","CEFUROXIME","08:12.06.08","SECOND GENERATION CEPHALOSPORINS","",""
"80862","J01DC02","CEFUROXIME","08:12.06.08","SECOND GENERATION CEPHALOSPORINS","",""
"80865","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80868","N02AA05","OXYCODONE","28:08.08","OPIATE AGONISTS","",""
"80869","N02AA05","OXYCODONE","28:08.08","OPIATE AGONISTS","",""
"8087","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E","",""
"80870","N02AA05","OXYCODONE","28:08.08","OPIATE AGONISTS","",""
"80872","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"80877","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"80878","D02BA02","OCTYL METHOXYCINNAMATE","84:80.00","SUNSCREEN AGENTS","",""
"80879","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8088","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E","",""
"80888","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"8089","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E","",""
"80890","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"80891","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80893","D10AE01","BENZOYL PEROXIDE","84:28.00","KERATOLYTIC AGENTS","",""
"80894","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80895","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"80898","C09AA02","ENALAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"80899","C09AA02","ENALAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"809","D07CA01","HYDROCORTISONE AND ANTIBIOTICS","84:04.08.92","MISCELLANEOUS ANTIFUNGALS","",""
"809","D07CA01","HYDROCORTISONE AND ANTIBIOTICS","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"8090","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"80900","C09AA02","ENALAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"80901","C09AA02","ENALAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"8091","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"8092","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C","",""
"80928","R05CA03","GUAIFENESIN","48:16.00","EXPECTORANTS","",""
"80929","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"8093","","","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"80939","R01BA53","PHENYLEPHRINE, COMBINATIONS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"80939","R01BA53","PHENYLEPHRINE, COMBINATIONS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"8094","","","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"80943","D04AB51","LIDOCAINE, COMBINATIONS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
